0.0,-0.15429736131725091,-0.02638812123909995,-0.1966220272099677,0.3967163398687265,0.8751075778725848,0.028714031164003107,-1.0206946399193839e-11,0.6644999052260708,1.0864760299331728,-0.17045685669011693,0.0,0.0,0.0,-1.0206946399193839e-11,-0.8873635420486692,0.14807568677900174,-0.8282244067863131,0.0,0.0,0.0
0.0,-0.09339679429682546,-0.028704393614759294,-0.2049153193167781,0.31476696044221836,0.8729249720147437,0.014020133236053249,-1.0206946399193839e-11,0.6876991270836044,1.0211267405248805,-0.21685796211565145,0.0,0.0,0.0,-1.0206946399193839e-11,-0.9568223551800781,0.8439535737606965,-1.474269708948624,0.0,0.0,0.0
0.0,-0.06894653390969241,-0.009836233296787178,-0.23922483520623317,0.31526511246719713,0.8346626538394181,0.0328949613524487,-1.0206946399193839e-11,0.7282399195285972,1.0695371704150027,-0.26246036086715674,0.0,0.0,0.0,-1.0206946399193839e-11,-1.0288617084797773,1.0663679997582016,-1.6084834878205434,0.0,0.0,0.0
0.0,0.07142264749574696,0.001615384030815264,-0.29920314889643645,0.26976413585003506,0.8086219255159522,0.06458538120739296,-1.0206946399193839e-11,0.796985497095297,1.1399591980391808,-0.3246370911016396,0.0,0.0,0.0,-1.0206946399193839e-11,-1.2591565156403235,1.4129971511262156,-1.769059073659184,0.0,0.0,0.0
0.0,0.2064696610074497,0.04398788314484894,-0.35625975064163473,0.3386308991590502,0.8453004402390136,0.2041206873821517,-1.0206946399193839e-11,0.8511196195314092,1.0449224248352773,-0.5032702391715111,0.0,0.0,0.0,-1.0206946399193839e-11,-1.479204864055461,1.539862556287986,-1.7422419706478542,0.0,0.0,0.0
0.0,0.30327523437221543,0.0745563352516041,-0.4292455434272385,0.34691418116623174,0.8563137020515854,0.3133552276019932,-1.0206946399193839e-11,0.9088029668068699,1.045576496227234,-0.5657046645696441,0.0,0.0,0.0,-1.0206946399193839e-11,-1.7677784372245426,1.5707963267841165,-1.5517080127580798,0.0,0.0,0.0
0.0,0.34063302237359455,0.12279437516292455,-0.5304247531803006,0.4670968637006969,0.8238840879168056,0.4875823813996974,-1.0206946399193839e-11,0.9674673582600716,0.9771335483474552,-0.5773945884582335,0.0,0.0,0.0,-1.0206946399193839e-11,-1.8563053598480606,1.5707963267832965,-1.358866303872188,0.0,0.0,0.0
0.0,0.3471306877793431,0.13590251924241156,-0.6226430685583358,0.572589293785824,0.786496337136069,0.5909289767963254,-1.0206946399193839e-11,1.0322208497551622,0.9573353734870432,-0.537552329106453,0.0,0.0,0.0,-3.1415926536,-1.8874756385098443,-1.5707963268041287,-1.0757627255369564,0.0,0.0,0.0
0.0,0.32150763460007536,0.18930336989174976,-0.723485669615876,0.6591642953345958,0.7482054802033881,0.7201515483086921,-1.0206946399193839e-11,1.0974331853681711,0.8679391485266138,-0.588394603600484,0.0,0.0,0.0,-3.1415926536,-1.8229871469690642,-1.570796326803699,-0.8201970798241173,0.0,0.0,0.0
0.0,0.1881215619418024,0.20764600246078885,-0.8114978060248165,0.6448584183929449,0.6868352825545979,0.6903576947517389,-1.0206946399193839e-11,1.112826116642984,0.807798293059941,-0.5697054875114691,0.0,0.0,0.0,-3.1415926536,-1.7931073871810193,-1.5707963268031826,-0.5834155962793659,0.0,0.0,0.0
0.0,0.2415548987927444,0.24238896157259485,-0.8288184963197726,0.6261937472916271,0.7434095554606128,0.7396133137568285,-1.0206946399193839e-11,1.1329945084269795,0.7452970043665397,-0.6913624037061877,0.0,0.0,0.0,-3.1415926536,-1.7183249363479554,-1.5707963268036889,-0.5063060859801609,0.0,0.0,0.0
0.0,0.23903270945811916,0.21755023284218608,-0.9183645422298579,0.6879037253484138,0.6082328503919828,0.8300413767916596,-1.0206946399193839e-11,1.2056068857004911,0.9026076188510717,-0.44981145496631314,0.0,0.0,0.0,-3.1415926536,-1.8688567085517505,-1.5707963268017533,-0.4528367398377138,0.0,0.0,0.0
0.0,0.39919364499741133,0.1723858388530013,-0.8769602165140797,0.5018200823808853,0.592025582091249,0.8293775558141492,-1.0206946399193839e-11,1.1969941429609359,1.183170545137464,-0.4149175101975541,0.0,0.0,0.0,-3.1415926536,-1.8884855644709047,-1.5707963268011345,-0.395758722086534,0.0,0.0,0.0
0.0,0.36506155769699766,0.1301046637821597,-0.8469115314944237,0.660372020728244,0.57662075323411,0.9328613565199575,-1.0206946399193839e-11,1.1517603165565682,1.155070055397179,-0.2588133343319808,0.0,0.0,0.0,-3.1415926536,-1.8796383232053056,-1.5707963268012959,-0.4017850502225388,0.0,0.0,0.0
